id,age,job,marital,education,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
53931,36,services,single,secondary,0,yes,no,cellular,may,398,6,-1,0,unknown,1
91369,36,unemployed,single,tertiary,1291,no,no,cellular,apr,195,1,86,1,success,1
65318,31,unemployed,single,primary,1,no,no,cellular,feb,19,6,-1,0,unknown,0
10985,51,management,divorced,secondary,-175,yes,yes,unknown,may,270,1,-1,0,unknown,0
72355,46,blue-collar,married,primary,278,no,no,cellular,aug,153,3,-1,0,unknown,0
93576,43,admin.,married,secondary,0,yes,no,cellular,jul,674,3,-1,0,unknown,0
75285,48,technician,divorced,secondary,0,no,no,cellular,aug,76,4,-1,0,unknown,0
62379,22,student,single,tertiary,691,no,no,cellular,nov,260,5,103,1,success,1
20969,43,blue-collar,married,primary,757,yes,no,unknown,may,315,4,-1,0,unknown,0
79722,49,management,married,tertiary,1216,yes,yes,unknown,may,244,2,-1,0,unknown,0
81327,32,technician,single,tertiary,6746,no,no,cellular,nov,199,1,-1,0,unknown,1
94764,36,blue-collar,married,secondary,71,yes,no,unknown,may,510,5,-1,0,unknown,0
58412,29,blue-collar,married,secondary,1074,no,no,cellular,feb,153,1,-1,0,unknown,0
29973,49,blue-collar,married,secondary,553,no,no,cellular,aug,645,8,-1,0,unknown,1
94279,32,admin.,divorced,secondary,678,no,no,telephone,jan,243,4,-1,0,unknown,0
24395,33,services,married,secondary,260,yes,no,cellular,mar,248,1,-1,0,unknown,0
60671,35,services,single,secondary,313,yes,no,cellular,may,195,2,301,3,failure,0
10350,26,services,single,secondary,2047,yes,no,cellular,may,457,1,-1,0,unknown,0
96848,35,services,married,secondary,2048,yes,no,cellular,may,219,1,173,2,failure,0
44150,40,management,married,tertiary,384,no,no,cellular,apr,200,3,327,2,failure,0
64808,31,management,single,tertiary,924,no,no,cellular,sep,231,1,94,3,success,1
39843,38,blue-collar,married,primary,0,yes,no,unknown,may,732,2,-1,0,unknown,0
36569,30,admin.,single,secondary,3809,yes,no,unknown,jun,159,4,-1,0,unknown,0
22858,46,blue-collar,divorced,primary,-17,no,yes,cellular,feb,81,2,-1,0,unknown,0
90814,34,management,divorced,tertiary,528,yes,no,cellular,apr,233,2,-1,0,unknown,0
66077,50,management,married,tertiary,67,no,yes,unknown,jun,156,3,-1,0,unknown,0
64823,45,blue-collar,married,secondary,-376,yes,no,unknown,may,162,4,-1,0,unknown,0
16212,41,technician,married,tertiary,680,no,no,cellular,aug,117,2,-1,0,unknown,0
92983,34,blue-collar,married,secondary,241,yes,yes,unknown,may,85,1,-1,0,unknown,0
95334,33,admin.,married,secondary,-675,yes,no,unknown,may,245,2,-1,0,unknown,0
70851,35,management,married,tertiary,-468,yes,no,cellular,jul,540,8,-1,0,unknown,1
19194,57,retired,married,secondary,975,no,no,cellular,jul,166,1,-1,0,unknown,0
79786,39,management,married,tertiary,399,no,no,cellular,apr,504,1,-1,0,unknown,0
81409,36,management,single,tertiary,953,yes,no,cellular,apr,72,1,346,1,other,0
49433,37,blue-collar,married,primary,1053,yes,no,unknown,may,194,2,-1,0,unknown,0
14451,37,technician,single,tertiary,0,no,no,unknown,jul,1135,2,-1,0,unknown,1
78298,37,admin.,married,tertiary,0,yes,no,cellular,jul,115,1,-1,0,unknown,0
96294,37,services,single,secondary,934,yes,no,unknown,may,242,3,-1,0,unknown,0
46674,46,admin.,single,unknown,306,yes,no,cellular,may,289,5,-1,0,unknown,0
73498,47,admin.,divorced,secondary,980,yes,no,cellular,may,158,1,-1,0,unknown,0
73370,52,technician,married,secondary,371,yes,yes,cellular,apr,224,2,182,1,success,1
42194,53,blue-collar,single,primary,7724,no,no,cellular,nov,196,2,-1,0,unknown,0
45994,38,management,single,tertiary,2346,yes,no,cellular,jan,315,1,-1,0,unknown,0
22046,47,blue-collar,married,secondary,-98,yes,no,unknown,may,112,1,-1,0,unknown,0
69892,39,management,single,tertiary,816,yes,no,cellular,aug,37,3,-1,0,unknown,0
59839,42,technician,married,tertiary,921,no,no,cellular,aug,531,3,-1,0,unknown,1
62513,31,management,single,tertiary,1130,yes,no,cellular,feb,181,1,264,3,failure,0
67993,44,technician,single,tertiary,607,yes,no,unknown,may,119,2,-1,0,unknown,0
52778,32,management,single,tertiary,1804,yes,no,unknown,jun,73,3,-1,0,unknown,0
58729,36,services,married,secondary,11462,yes,no,cellular,nov,993,1,-1,0,unknown,1
12811,29,management,single,secondary,3317,no,yes,telephone,may,640,7,-1,0,unknown,1
72584,50,blue-collar,married,primary,157,no,no,cellular,aug,50,4,-1,0,unknown,0
47445,43,entrepreneur,married,secondary,59,no,no,unknown,may,437,2,-1,0,unknown,0
31279,34,services,married,secondary,1270,yes,no,unknown,may,494,3,-1,0,unknown,0
89012,31,unknown,married,secondary,111,no,no,cellular,nov,504,2,93,2,failure,1
67385,29,student,single,unknown,145,no,no,cellular,aug,105,1,-1,0,unknown,0
87529,42,blue-collar,divorced,primary,145,no,yes,unknown,jun,27,3,-1,0,unknown,0
80295,73,retired,married,primary,5539,no,no,telephone,aug,338,1,-1,0,unknown,1
57410,47,management,single,tertiary,-295,no,yes,cellular,jul,333,2,-1,0,unknown,0
63329,59,management,married,tertiary,2365,no,yes,telephone,jul,159,4,-1,0,unknown,0
33633,47,housemaid,single,primary,46,no,no,cellular,feb,371,1,-1,0,unknown,0
38692,43,unknown,married,unknown,1517,no,no,unknown,jun,45,1,-1,0,unknown,0
83627,55,housemaid,married,primary,17,no,no,cellular,aug,196,2,-1,0,unknown,0
61755,52,blue-collar,divorced,primary,0,no,no,cellular,nov,19,1,-1,0,unknown,0
52231,24,student,single,secondary,745,yes,no,telephone,apr,93,2,-1,0,unknown,0
79958,41,management,married,primary,5310,yes,no,cellular,nov,984,1,-1,0,unknown,1
53612,35,unemployed,single,secondary,0,no,no,cellular,jul,299,3,-1,0,unknown,0
58133,41,entrepreneur,married,primary,759,yes,no,unknown,jun,79,10,-1,0,unknown,0
52661,34,services,married,tertiary,277,yes,no,cellular,apr,72,4,-1,0,unknown,0
28133,43,blue-collar,married,primary,46,yes,no,cellular,may,38,7,332,6,failure,0
53677,37,blue-collar,married,unknown,1795,yes,no,unknown,jun,511,1,-1,0,unknown,0
26007,57,blue-collar,married,primary,249,yes,no,unknown,may,164,1,-1,0,unknown,0
30469,39,management,married,tertiary,0,no,no,cellular,aug,93,25,-1,0,unknown,0
60624,42,management,married,tertiary,0,yes,no,unknown,may,65,3,-1,0,unknown,0
11311,51,blue-collar,married,secondary,-355,yes,yes,cellular,nov,122,2,-1,0,unknown,0
52037,31,housemaid,married,primary,0,yes,no,cellular,aug,57,7,-1,0,unknown,0
92740,46,admin.,married,secondary,3098,yes,no,telephone,nov,192,9,-1,0,unknown,0
48368,58,admin.,married,unknown,528,no,no,cellular,aug,136,3,-1,0,unknown,0
20298,47,management,divorced,tertiary,428,yes,no,cellular,nov,116,1,167,1,other,0
26107,39,services,single,secondary,26,yes,no,cellular,may,166,3,-1,0,unknown,0
67081,34,blue-collar,single,primary,18,no,no,cellular,may,324,4,360,3,other,0
57548,25,blue-collar,single,secondary,303,no,no,cellular,jun,252,1,92,1,success,1
27410,27,student,single,tertiary,1013,no,no,cellular,jan,965,3,-1,0,unknown,0
38211,42,technician,single,secondary,-1129,yes,no,unknown,jun,555,5,-1,0,unknown,1
62183,47,admin.,married,unknown,66,no,no,cellular,feb,297,1,203,1,success,0
70260,41,management,married,tertiary,3769,yes,no,cellular,may,94,1,-1,0,unknown,0
99061,50,blue-collar,married,primary,0,yes,no,cellular,may,503,3,339,2,failure,0
72043,32,management,single,tertiary,84,no,no,telephone,dec,37,1,-1,0,unknown,0
54714,49,blue-collar,married,primary,3767,yes,no,unknown,may,493,13,-1,0,unknown,0
68715,43,housemaid,single,primary,103,no,no,unknown,jun,198,1,-1,0,unknown,0
66844,30,blue-collar,married,primary,346,yes,no,unknown,jun,135,1,-1,0,unknown,0
88874,35,blue-collar,married,primary,11,yes,no,unknown,may,326,4,-1,0,unknown,0
97010,47,management,married,tertiary,866,no,no,unknown,jun,7,7,-1,0,unknown,0
35246,57,retired,married,primary,207,yes,no,unknown,may,193,1,-1,0,unknown,0
25687,60,blue-collar,married,primary,5,no,no,cellular,may,494,1,95,2,success,1
76913,24,management,single,tertiary,1030,no,no,cellular,mar,396,2,-1,0,unknown,1
31016,36,admin.,single,tertiary,364,no,yes,cellular,aug,185,1,123,1,failure,1
19916,53,retired,married,secondary,340,yes,no,unknown,jun,138,1,-1,0,unknown,0
16757,54,technician,divorced,secondary,1252,yes,no,cellular,may,101,1,350,1,failure,0
15451,49,admin.,married,secondary,2116,no,no,cellular,aug,109,3,-1,0,unknown,0
45432,53,management,married,tertiary,490,yes,no,unknown,may,103,2,-1,0,unknown,0
69512,59,blue-collar,married,secondary,104,yes,no,unknown,jun,92,5,-1,0,unknown,0
56737,58,management,married,tertiary,361,no,no,cellular,aug,503,2,-1,0,unknown,0
75148,41,entrepreneur,divorced,tertiary,252,no,no,unknown,may,57,2,-1,0,unknown,0
87864,57,blue-collar,married,secondary,649,yes,no,cellular,nov,122,1,-1,0,unknown,0
37957,39,admin.,married,secondary,0,yes,no,telephone,may,283,3,296,5,failure,0
78746,34,management,married,tertiary,527,no,no,cellular,nov,272,1,-1,0,unknown,0
62132,37,blue-collar,married,secondary,387,yes,yes,cellular,may,413,1,-1,0,unknown,0
54576,22,admin.,single,secondary,33,no,no,cellular,feb,369,1,-1,0,unknown,1
65812,58,retired,married,secondary,610,yes,no,unknown,jun,651,1,-1,0,unknown,0
86076,36,self-employed,married,tertiary,328,yes,yes,cellular,jul,136,1,-1,0,unknown,0
77735,31,unemployed,single,secondary,2616,no,no,cellular,may,374,1,185,2,other,1
12057,34,management,married,tertiary,276,no,no,cellular,jan,216,1,-1,0,unknown,0
73549,35,admin.,single,tertiary,-162,yes,yes,unknown,jun,119,1,-1,0,unknown,0
46856,48,blue-collar,married,secondary,1913,yes,no,unknown,may,115,1,-1,0,unknown,0
11919,38,blue-collar,married,primary,132,yes,no,cellular,may,797,2,-1,0,unknown,0
73657,44,technician,married,secondary,-393,no,no,cellular,feb,45,6,-1,0,unknown,0
58409,39,blue-collar,divorced,primary,815,yes,no,cellular,may,22,3,-1,0,unknown,0
96551,37,management,married,tertiary,466,yes,no,cellular,jul,92,2,-1,0,unknown,0
38773,34,blue-collar,married,primary,275,yes,no,unknown,may,170,1,-1,0,unknown,0
41699,40,services,divorced,secondary,1155,no,yes,cellular,nov,175,1,138,1,failure,0
19149,33,housemaid,single,tertiary,1107,yes,no,cellular,mar,201,1,-1,0,unknown,1
24701,36,unknown,single,primary,3415,no,no,telephone,jul,150,10,-1,0,unknown,0
53500,27,services,single,secondary,0,no,no,cellular,feb,145,1,-1,0,unknown,0
87030,48,blue-collar,married,unknown,617,yes,no,cellular,aug,33,2,-1,0,unknown,0
49384,31,technician,married,secondary,0,no,no,cellular,aug,117,4,-1,0,unknown,0
86962,45,management,single,tertiary,5694,yes,no,cellular,nov,145,2,193,2,failure,0
70787,40,technician,single,secondary,2017,yes,no,cellular,jan,105,1,244,1,other,0
62434,48,admin.,divorced,secondary,83,yes,no,cellular,may,1101,1,-1,0,unknown,1
62536,49,blue-collar,married,secondary,969,no,yes,telephone,jul,56,9,-1,0,unknown,0
37025,38,admin.,single,secondary,2470,no,no,telephone,oct,227,1,-1,0,unknown,1
75705,42,technician,married,secondary,300,yes,no,cellular,nov,76,1,-1,0,unknown,0
38293,37,self-employed,married,secondary,126,no,yes,cellular,feb,313,7,-1,0,unknown,0
58304,27,management,single,tertiary,170,no,no,cellular,jan,76,2,-1,0,unknown,0
83064,55,housemaid,divorced,primary,77,no,no,cellular,jul,463,6,-1,0,unknown,1
92152,38,admin.,single,tertiary,45789,no,no,telephone,jul,21,31,-1,0,unknown,0
76554,50,admin.,divorced,secondary,363,yes,no,unknown,may,1340,1,-1,0,unknown,1
71465,26,services,single,secondary,302,yes,no,unknown,may,210,1,-1,0,unknown,0
59052,36,management,married,tertiary,293,yes,no,unknown,may,287,4,-1,0,unknown,0
82110,26,student,married,tertiary,8750,no,no,cellular,mar,98,2,-1,0,unknown,0
34405,56,management,married,primary,870,no,no,cellular,nov,257,1,-1,0,unknown,1
63402,31,technician,married,secondary,1230,no,no,cellular,nov,7,4,-1,0,unknown,0
11664,30,management,single,tertiary,536,no,no,cellular,jan,362,2,91,2,success,1
86121,33,management,married,secondary,11,yes,no,cellular,may,104,3,-1,0,unknown,0
68865,27,admin.,married,secondary,3160,yes,no,cellular,may,209,5,343,1,failure,0
12482,46,admin.,married,secondary,9319,yes,no,cellular,nov,31,7,-1,0,unknown,0
41211,52,housemaid,divorced,secondary,131,yes,yes,cellular,may,87,1,-1,0,unknown,0
64238,45,blue-collar,married,secondary,-258,yes,no,telephone,apr,384,5,-1,0,unknown,0
26544,37,management,married,secondary,676,no,no,telephone,nov,217,2,-1,0,unknown,0
17917,38,services,married,secondary,797,yes,no,cellular,apr,62,4,-1,0,unknown,0
81445,27,self-employed,single,tertiary,139,no,no,cellular,jan,144,3,-1,0,unknown,0
25390,32,technician,married,secondary,1,no,yes,cellular,jul,123,6,-1,0,unknown,0
46136,51,admin.,married,secondary,423,yes,yes,cellular,jul,84,5,183,2,failure,0
56331,48,services,married,secondary,2850,yes,no,cellular,aug,107,3,-1,0,unknown,0
65083,36,self-employed,single,secondary,3670,yes,no,unknown,may,617,2,-1,0,unknown,0
87917,61,retired,married,secondary,86,no,no,cellular,oct,149,1,-1,0,unknown,1
14811,35,technician,single,secondary,161,yes,yes,cellular,jul,175,4,-1,0,unknown,0
20912,37,self-employed,single,tertiary,1004,yes,no,unknown,jun,377,3,-1,0,unknown,0
46041,35,management,married,secondary,724,yes,no,cellular,oct,102,3,96,3,success,0
97584,31,services,married,secondary,288,no,no,cellular,jan,164,1,-1,0,unknown,0
46313,45,management,married,tertiary,54,yes,no,telephone,may,107,3,-1,0,unknown,0
55296,32,technician,married,secondary,286,no,no,cellular,apr,60,1,343,4,failure,0
83922,33,housemaid,married,tertiary,4958,yes,no,unknown,may,434,1,-1,0,unknown,0
12324,34,self-employed,married,tertiary,1545,yes,no,cellular,nov,895,1,183,2,failure,0
19937,26,services,married,secondary,864,yes,yes,cellular,may,466,1,-1,0,unknown,0
48087,30,unknown,single,tertiary,6836,no,no,cellular,feb,30,3,-1,0,unknown,0
43001,57,management,married,tertiary,561,no,no,cellular,aug,54,8,-1,0,unknown,0
82246,28,admin.,single,unknown,24,yes,no,cellular,jul,415,2,-1,0,unknown,1
14139,35,blue-collar,married,secondary,402,no,yes,unknown,jun,123,1,-1,0,unknown,0
51932,58,admin.,married,secondary,1464,yes,yes,unknown,jun,53,29,-1,0,unknown,0
87667,38,blue-collar,married,secondary,1165,yes,no,cellular,aug,784,3,94,10,failure,1
20465,60,retired,married,secondary,404,no,no,cellular,mar,308,2,196,2,failure,1
56154,41,admin.,married,secondary,4178,no,no,unknown,jun,168,2,-1,0,unknown,0
52438,49,admin.,divorced,secondary,333,yes,no,unknown,may,36,3,-1,0,unknown,0
27954,34,technician,single,secondary,105,yes,no,cellular,nov,303,1,196,2,failure,0
72691,57,blue-collar,married,secondary,-353,no,yes,unknown,may,26,3,-1,0,unknown,0
50186,39,blue-collar,single,primary,1522,no,no,unknown,jun,164,4,-1,0,unknown,0
38072,38,services,divorced,secondary,6182,yes,no,cellular,may,484,3,177,1,other,0
82833,44,entrepreneur,married,primary,5038,no,no,cellular,jul,199,7,-1,0,unknown,0
48831,29,self-employed,single,tertiary,805,no,no,cellular,jul,302,2,128,8,success,0
34305,34,self-employed,married,tertiary,0,no,no,cellular,aug,730,11,-1,0,unknown,1
38199,56,services,married,secondary,1150,no,yes,cellular,nov,107,1,117,3,failure,0
81044,38,management,married,tertiary,-469,yes,no,unknown,jun,209,12,-1,0,unknown,0
59253,34,blue-collar,married,secondary,2495,yes,no,unknown,may,924,1,-1,0,unknown,1
21888,42,blue-collar,married,secondary,54,yes,no,unknown,may,268,1,-1,0,unknown,0
88342,30,technician,single,secondary,137,no,yes,cellular,jul,517,2,-1,0,unknown,0
14668,50,technician,divorced,secondary,0,no,no,cellular,jun,113,2,-1,0,unknown,0
17723,45,blue-collar,married,secondary,4509,yes,no,unknown,may,135,1,-1,0,unknown,0
20597,36,management,single,tertiary,436,no,no,cellular,apr,567,1,595,2,failure,1
67087,45,technician,married,secondary,144,yes,yes,cellular,jul,154,4,-1,0,unknown,0
26936,48,retired,married,primary,1591,no,no,cellular,jul,217,4,-1,0,unknown,0
66690,54,entrepreneur,married,secondary,0,no,no,unknown,jun,96,1,-1,0,unknown,0
12586,59,retired,divorced,tertiary,381,yes,no,unknown,may,422,4,-1,0,unknown,0
86514,49,management,married,tertiary,3237,yes,no,unknown,may,232,3,-1,0,unknown,0
42011,50,blue-collar,married,primary,-454,yes,no,telephone,jul,241,1,-1,0,unknown,0
49357,33,management,single,tertiary,1308,no,no,cellular,aug,194,6,-1,0,unknown,0
11390,25,management,single,tertiary,0,no,yes,cellular,jul,342,1,-1,0,unknown,0
31371,35,entrepreneur,married,secondary,0,yes,no,cellular,nov,86,1,-1,0,unknown,0
34646,37,unemployed,single,secondary,42,no,no,cellular,aug,99,2,-1,0,unknown,0
41657,28,technician,single,secondary,576,yes,yes,unknown,may,158,4,-1,0,unknown,0
15380,37,technician,single,tertiary,876,yes,no,unknown,may,213,4,-1,0,unknown,0
64595,44,housemaid,single,primary,1059,no,no,unknown,jun,2093,1,-1,0,unknown,1
16640,50,blue-collar,married,primary,2610,yes,yes,unknown,may,181,6,-1,0,unknown,0
32883,51,admin.,married,primary,943,yes,no,unknown,may,620,1,-1,0,unknown,0
84177,52,technician,married,secondary,420,no,no,unknown,may,112,4,-1,0,unknown,0
19132,28,unemployed,single,secondary,538,no,no,cellular,jun,114,3,-1,0,unknown,0
40005,51,services,married,secondary,121,yes,no,cellular,jul,122,1,-1,0,unknown,0
34989,37,services,single,secondary,62,yes,no,cellular,jan,252,2,268,2,failure,0
60199,31,admin.,married,secondary,8781,yes,no,cellular,may,680,1,177,1,success,1
12194,45,admin.,single,secondary,341,yes,yes,cellular,may,77,2,-1,0,unknown,0
10842,30,services,married,unknown,280,yes,yes,unknown,may,674,2,-1,0,unknown,0
89039,31,blue-collar,married,secondary,335,yes,no,unknown,may,226,1,-1,0,unknown,0
20601,62,retired,married,primary,1084,no,no,cellular,apr,505,1,-1,0,unknown,1
10941,55,retired,married,secondary,971,no,yes,cellular,jul,154,1,-1,0,unknown,0
11589,48,blue-collar,divorced,primary,183,no,no,unknown,jun,940,1,-1,0,unknown,1
54843,28,management,single,secondary,1633,no,no,cellular,sep,233,1,95,1,success,0
47276,42,blue-collar,married,secondary,0,no,no,cellular,jul,91,2,-1,0,unknown,0
55074,33,admin.,single,secondary,598,yes,no,unknown,may,189,1,-1,0,unknown,0
35353,49,blue-collar,married,primary,1644,yes,no,cellular,jul,238,4,-1,0,unknown,0
38006,32,management,single,tertiary,3289,no,no,cellular,oct,375,2,179,2,failure,0
65695,36,technician,married,secondary,287,no,no,cellular,aug,381,6,-1,0,unknown,0
50016,24,blue-collar,married,secondary,9,yes,no,unknown,may,292,7,-1,0,unknown,0
28169,36,blue-collar,single,secondary,3254,yes,no,unknown,may,300,3,-1,0,unknown,0
52895,30,blue-collar,single,secondary,23,yes,no,unknown,jun,36,24,-1,0,unknown,0
30771,54,management,married,unknown,24,no,no,cellular,jul,12,10,-1,0,unknown,0
72049,58,retired,married,primary,3,no,no,cellular,aug,158,2,-1,0,unknown,0
18190,37,housemaid,married,secondary,12939,yes,yes,cellular,feb,77,3,202,9,failure,0
56073,37,admin.,divorced,secondary,246,yes,no,cellular,may,288,1,360,2,failure,0
87914,52,admin.,married,secondary,722,no,no,cellular,apr,60,3,-1,0,unknown,0
25193,55,housemaid,married,secondary,5,no,no,cellular,feb,269,1,206,2,failure,0
95259,24,technician,single,secondary,1371,yes,yes,cellular,may,166,2,-1,0,unknown,0
28614,56,housemaid,single,tertiary,1947,no,no,unknown,mar,110,1,-1,0,unknown,1
62482,65,management,married,unknown,2352,no,no,cellular,nov,354,3,188,13,success,0
50880,37,management,single,tertiary,-533,no,no,cellular,aug,234,4,-1,0,unknown,0
28878,59,retired,married,primary,1427,no,no,unknown,jun,140,2,-1,0,unknown,0
65258,34,entrepreneur,married,secondary,456,yes,yes,cellular,aug,137,8,-1,0,unknown,0
86174,66,management,married,unknown,2149,yes,no,cellular,feb,98,1,87,10,failure,1
89619,45,blue-collar,married,primary,0,yes,yes,cellular,may,36,3,172,5,failure,0
88934,26,blue-collar,single,secondary,834,no,no,cellular,feb,90,1,-1,0,unknown,0
88959,58,retired,married,primary,741,no,no,unknown,jun,81,2,-1,0,unknown,0
93098,49,entrepreneur,divorced,tertiary,1342,yes,yes,cellular,nov,89,1,-1,0,unknown,0
93859,59,retired,married,secondary,385,no,yes,telephone,aug,365,2,-1,0,unknown,0
59503,46,services,married,secondary,74,yes,no,unknown,may,101,4,-1,0,unknown,0
71149,33,admin.,single,secondary,0,yes,no,cellular,jul,166,3,-1,0,unknown,0
54778,45,technician,married,secondary,0,no,no,telephone,aug,99,1,-1,0,unknown,0
76177,44,management,married,secondary,13054,yes,no,unknown,jun,23,7,-1,0,unknown,0
37976,37,services,single,unknown,-118,yes,no,unknown,may,147,2,-1,0,unknown,0
33031,52,services,divorced,secondary,6,no,no,cellular,jul,156,3,-1,0,unknown,0
57335,39,technician,married,secondary,3825,no,yes,cellular,aug,94,6,-1,0,unknown,0
75721,33,unknown,single,secondary,9,no,no,cellular,oct,238,1,-1,0,unknown,0
45006,39,management,married,tertiary,1836,no,no,cellular,aug,902,3,-1,0,unknown,1
73336,32,management,single,tertiary,2059,no,no,cellular,feb,886,2,-1,0,unknown,0
40199,26,blue-collar,married,primary,595,yes,yes,cellular,may,222,3,-1,0,unknown,0
12405,43,technician,married,secondary,536,yes,no,cellular,nov,77,1,-1,0,unknown,0
38748,43,blue-collar,married,secondary,3,yes,no,telephone,may,26,1,174,2,failure,0
93104,35,services,married,secondary,240,yes,yes,cellular,may,161,2,-1,0,unknown,0
16812,39,management,married,tertiary,305,yes,no,unknown,may,275,6,-1,0,unknown,0
13145,43,management,married,secondary,3196,yes,yes,unknown,may,159,3,-1,0,unknown,0
73411,29,blue-collar,divorced,unknown,101,yes,no,cellular,may,295,2,355,4,failure,0
57773,58,retired,divorced,tertiary,2086,yes,no,cellular,jul,194,2,-1,0,unknown,0
59479,44,self-employed,married,primary,614,no,no,cellular,aug,85,4,-1,0,unknown,0
69435,28,blue-collar,married,secondary,225,yes,yes,unknown,may,866,2,-1,0,unknown,0
27509,37,housemaid,single,tertiary,561,no,no,cellular,nov,188,1,165,2,failure,0
88428,46,management,married,secondary,700,no,yes,cellular,jul,136,1,-1,0,unknown,0
45573,36,management,married,tertiary,1041,yes,no,cellular,may,480,2,-1,0,unknown,0
94120,53,technician,married,tertiary,2336,no,no,telephone,jan,173,2,2,3,other,0
13197,28,blue-collar,married,secondary,-185,yes,yes,unknown,may,170,1,-1,0,unknown,0
56134,48,blue-collar,single,secondary,2288,no,no,unknown,jun,114,4,-1,0,unknown,0
52775,44,management,married,secondary,11972,no,no,unknown,jun,127,1,-1,0,unknown,0
66520,42,unemployed,single,secondary,714,no,no,cellular,jul,145,4,-1,0,unknown,0
93741,33,technician,single,secondary,647,yes,yes,cellular,feb,124,1,273,1,other,0
30884,50,blue-collar,married,secondary,289,no,no,unknown,jun,73,1,-1,0,unknown,0
67828,46,blue-collar,single,secondary,338,yes,no,cellular,apr,178,4,-1,0,unknown,0
77763,43,entrepreneur,married,tertiary,903,yes,no,cellular,apr,197,1,-1,0,unknown,0
42149,37,blue-collar,married,primary,95,yes,no,cellular,feb,415,2,272,2,failure,0
34478,35,blue-collar,married,primary,108,yes,no,unknown,may,200,4,-1,0,unknown,0
13329,54,blue-collar,divorced,primary,4401,no,no,telephone,may,414,1,183,2,success,1
29767,28,housemaid,single,tertiary,19,no,no,cellular,apr,149,1,-1,0,unknown,1
62235,38,admin.,divorced,secondary,859,yes,yes,cellular,may,52,1,302,4,failure,0
36078,34,blue-collar,married,secondary,243,yes,no,unknown,may,291,1,-1,0,unknown,0
55254,29,services,single,secondary,814,no,no,unknown,jan,54,1,-1,0,unknown,0
21995,44,blue-collar,single,secondary,292,no,yes,cellular,jul,1153,4,-1,0,unknown,1
23177,59,retired,married,secondary,1066,yes,no,cellular,jan,273,2,-1,0,unknown,0
27702,57,retired,married,secondary,168,no,no,cellular,aug,342,1,-1,0,unknown,1
68280,54,housemaid,divorced,primary,2253,yes,no,cellular,feb,266,1,196,1,failure,0
10468,40,self-employed,single,tertiary,819,no,no,cellular,jul,100,3,-1,0,unknown,0
73493,35,technician,married,secondary,19,yes,no,unknown,may,130,2,-1,0,unknown,0
95420,27,student,single,tertiary,37,yes,no,cellular,may,125,1,364,1,failure,0
14079,55,retired,married,primary,159,yes,yes,telephone,jul,184,1,-1,0,unknown,0
96857,53,technician,married,unknown,2242,no,no,cellular,jul,154,14,-1,0,unknown,0
36216,40,blue-collar,married,primary,2129,yes,no,cellular,apr,1156,3,-1,0,unknown,0
33484,57,management,married,tertiary,256,no,no,cellular,jun,304,2,91,1,success,1
31772,27,student,single,secondary,585,no,no,cellular,jan,180,3,-1,0,unknown,0
30616,72,retired,married,primary,0,no,no,cellular,jun,348,6,94,6,failure,0
75936,26,unemployed,single,secondary,771,no,no,cellular,jun,113,1,109,1,failure,0
86304,60,retired,divorced,tertiary,4,yes,no,cellular,may,400,3,358,2,failure,0
40036,33,admin.,single,tertiary,621,no,no,cellular,jul,217,1,-1,0,unknown,0
72392,47,technician,married,secondary,3519,no,yes,telephone,may,152,1,-1,0,unknown,0
69971,32,services,married,primary,-109,yes,no,cellular,jul,77,5,-1,0,unknown,0
91378,57,services,single,secondary,0,no,no,cellular,aug,355,1,-1,0,unknown,1
92584,36,technician,divorced,secondary,141,yes,no,unknown,may,165,5,-1,0,unknown,0
16975,33,student,single,tertiary,3404,yes,no,cellular,nov,105,2,171,3,failure,0
45405,30,student,single,tertiary,228,yes,no,cellular,may,314,2,-1,0,unknown,1
56320,48,management,married,secondary,2204,yes,no,cellular,may,45,1,-1,0,unknown,0
39081,50,services,married,secondary,320,no,no,telephone,dec,294,3,315,4,success,1
67276,49,housemaid,married,secondary,211,no,no,cellular,aug,220,2,-1,0,unknown,0
33888,22,admin.,single,secondary,222,no,no,cellular,jun,156,3,-1,0,unknown,0
15614,41,technician,divorced,secondary,195,no,no,cellular,aug,260,1,-1,0,unknown,0
61511,51,housemaid,married,primary,3073,no,no,unknown,jun,410,1,-1,0,unknown,0
13921,43,services,married,primary,2567,yes,no,cellular,may,109,1,360,2,failure,0
11930,72,retired,married,secondary,5715,no,no,cellular,nov,1127,5,184,3,success,1
68095,40,blue-collar,married,primary,668,yes,no,unknown,may,283,2,-1,0,unknown,0
98987,44,technician,married,secondary,561,yes,no,unknown,may,613,2,-1,0,unknown,0
12818,23,blue-collar,single,secondary,-207,yes,no,unknown,jun,277,1,-1,0,unknown,0
13581,45,technician,married,secondary,2981,yes,yes,cellular,mar,88,3,311,3,failure,0
17305,57,unemployed,married,primary,7880,no,no,unknown,jun,318,2,-1,0,unknown,0
11738,35,entrepreneur,single,secondary,12961,yes,no,unknown,may,272,2,-1,0,unknown,0
51103,37,admin.,divorced,secondary,0,yes,yes,cellular,may,358,1,-1,0,unknown,0
54930,49,technician,divorced,secondary,-403,no,yes,cellular,jul,482,2,-1,0,unknown,0
34015,32,technician,single,tertiary,0,no,no,cellular,aug,72,4,-1,0,unknown,0
55585,33,blue-collar,married,secondary,-825,yes,no,unknown,may,228,2,-1,0,unknown,0
